,Country,Paper,Website,Top,Articles
146,Sierra Leone,Aljazeera,https://www.aljazeera.com/where/sierra-leone,https://www.aljazeera.com/news/2021/3/5/who-sees-ebola-risk-as-very-high-for-guineas-neighbours," WHO sees Ebola risk as very high for Guineas neighbours. WHO officials said a readiness assessment for Guineas neighbours showed gaps in their preparedness for Ebola outbreak. World Health Organization officials say the risk of an Ebola outbreak spreading to Guineas neighbours is very high and that some of those countries are not prepared for vaccination campaigns. There are six neighbouring countries to Guinea and we conducted an assessment of readiness. Getting the Ebola vaccine to Guinea highlights the inequities of the international vaccine system. With seven cases reported in the West African nation, including three deaths, officials declare new Ebola outbreak."
147,Singapore,Aljazeera,https://www.aljazeera.com/where/singapore,https://www.aljazeera.com/economy/2021/4/7/bb-spac-bubble-trouble-hong-kong-singapore-proceed-cautiously," SPAC bubble trouble Hong Kong, Singapore proceed cautiously. Special purpose acquisition companies have raised about 100bn so far this year in the US but now face tighter scrutiny. Hong Kong and Singapore are trying to get in on the boom in blank check company listings, while safeguarding investors from what some say is a bubble about to burst. Authorities in the Asian financial hubs are mulling tighter frameworks than in the U.S. for listings of special purpose acquisition companies. Pushed by the government, Hong Kong is said to target having its regime in place by the end of the year. The U.S. has no such floor. Marcia Ellis, a partner in Hong Kong at Morrison Foerster LLP, said too many safeguards in the framework could kill flexibility, which may render it unattractive to SPAC sponsors. The market expects and has priced in U.S.style SPAC terms, she said. Hong Kong, meanwhile, is looking to have a consultation paper ready for feedback by June at the earliest, people familiar have said. SPACS raise money from investors with a plan to acquire another company within two years."
148,Slovakia,Euronews,https://www.euronews.com/tag/slovakia,https://www.euronews.com//2021/03/28/slovakia-s-prime-minister-to-step-down-amid-sputnik-v-vaccine-scandal,"    Slovakias prime minister steps down amid Sputnik V vaccine scandal.  Slovakias prime minister steps down amid Sputnik V vaccine scandal. Slovakia . Slovakia's Prime Minister Igor Matovi has formally resigned from his post to resolve the country's political crisis. The deal to purchase Sputnik V vaccines was conducted despite disagreement by Matovic's coalition allies, the Freedom and Solidarity party and For People party. In a Facebook post on Tuesday, the former Prime Minister said it was 'an honour' to serve in office. Slovakia was also the second EU member, after Hungary, to purchase vaccine doses from Russia. Learn more about Learn more about"
149,Slovenia,Euronews,https://www.euronews.com/tag/slovenia,https://www.euronews.com//2021/04/02/good-business-the-power-of-social-entrepreneurship,"    Functional fashion for wheelchair users the social enterprise doing good business.  Functional fashion for wheelchair users the social enterprise doing good business. business planet . SlovenianCroatian startup UCQC is attempting to change that by creating functional, trendy and affordable fashion for wheelchair users. The firm's cofounder Hedvig Af Ekenstam explained what inspired her to help start the business. Im in the fashion industry and we met some wheelchair users on the way and we saw with clothes that we could really make a difference. There are about 5 million wheelchair users, only in Europe, and theyre really forgotten by the fashion industry, insists Hedvig Af Ekenstam. Coordinator Korina Molla says the project gives entrepreneurs working in Europe's lifestyle sector the business skills they require to pursue their broader social goals. All of this with the aim of thinking, since the beginning of their project as a business, apart from the social aspect. In addition to the Worth Partnership Project, each year the EUs European Social Innovation Competition awards prizes for businesses that have the greatest impact on society. Be a part... ."
150,Somalia,Aljazeera,https://www.aljazeera.com/where/somalia,https://www.aljazeera.com/news/2021/4/3/somalia-suicide-bomber-kills-five-in-mogadishu-tea-shop-attack," Somalia Suicide bomber kills five in Mogadishu tea shop attack. Four others wounded in the blast which targeted a tea shop frequented by young people, police said. Six people, four of them youth, a child, and the suicide bomber died in the blast. Four others were wounded, the statement said."
151,South Africa,Aljazeera,https://www.aljazeera.com/where/south-africa/,https://www.aljazeera.com/economy/2021/4/6/firmer-footing-imf-boosts-economic-outlook-warns-of-divergence," Firmer footing IMF boosts economic outlook, warns of divergence. The International Monetary Fund IMF on Tuesday upgraded its global growth projections, forecasting a 6 percent rebound in the world economy in 2021 and 4.4 percent in 2022, while also warning that recoveries are at risk of diverging dangerously. The pandemic is yet to be defeated, and virus cases are accelerating in many countries, IMF Chief Economist Gita Gopinath said at a virtual conference introducing the April 2021 World Economic Outlook. The IMF and World Bank kicked off their annual spring meetings on Tuesday. The global economy contracted by 3.3 percent in 2020 after countries rich, poor, big and small implemented draconian restrictions and lockdowns to halt the spread of the deadly coronavirus. Now, the IMF forecasts a better year for global economic growth mainly driven by a sizable recovery in the United States, where the IMF estimates the economy will grow 6.4 percent this year. The losses in advanced economies are expected to be smaller, at 2.3 percent. The global economy is at risk of a dangerous and permanent divergence, the US Treasury secretary warned G20 officials."
152,South Sudan,Aljazeera,https://www.aljazeera.com/where/south-sudan,https://www.aljazeera.com/news/2021/4/7/corruption-claims-spark-new-concerns-about-aid-to-south-sudan," Corruption claims spark new concerns about aid to South Sudan. Juba, South Sudan When the pandemic struck, many feared South Sudan could be one of the hardest hit countries in Africa years of conflict had hollowed out its healthcare system and the threat of famine was on the horizon. Every time there is a crisis, the government ignores its citizens, relies on international aid, and doesnt help its own people, said Edmund Yakani, head of the Community Empowerment for Progress Organization, or CEPO, a civil society group in South Sudan. But in South Sudan one of the worlds top beneficiaries of foreign aid schemes that arose after the pandemic followed a familiar pattern Donors respond to crises and aid groups are left to shoulder the countrys humanitarian needs while South Sudan spends little on its own people, according to citizens, analysts, former diplomats and aid workers who spoke to reporters. That imbalance has rankled some and sparked fresh discussions about whether there is a better way to provide aid in South Sudan even though it is unclear whether funds for the COVID19 response were misappropriated. The international community, he noted, had failed to question its role in South Sudans continuing dependence on foreign aid. Some government leaders have said such sentiments smack of colonialism. In January, the UNs emergency aid coordination body, OCHA, released a worrying report PDF detailing an overview of South Sudans bleak humanitarian situation and noting escalating violence against aid workers. The first cases of COVID19 then appeared in April 2020 and were traced to UN workers sparking a backlash against the UN and other aid groups. The same month, the World Health Organization WHO became aware of allegations that some health ministry officials were charging for COVID19 tests when they were supposed to be free, according to a WHO email received by The New Humanitarian in July and shared with Al Jazeera."
153,Spain, El País ,https://www.euronews.com/tag/spain,https://www.euronews.com//2021/04/06/france-and-spain-ramp-up-covid-19-vaccinations-as-cases-surge,"    France and Spain ramp up COVID19 vaccinations as cases surge.  France and Spain ramp up COVID19 vaccinations as cases surge. France and Spain were on Tuesday ramping up their vaccination drives as the number of infections continues to surge. The Stade de France stadium was on Tuesday turned into a mass vaccination centre where organisers say nurses and firemen should be able to administer 10,000 doses per week. Together, they should administer up to 50,000 doses weekly, the defence ministry said. Vaccines in France are currently reserved to people aged 70 and over, in addition to those with serious health conditions and health care workers. More than 9.2 million doses of the different COVID19 vaccines had been administered across France by Sunday evening with 3.1 million people now fully vaccinated. The Spanish health system has capacity to inoculate 3.5 million people a week, according to Snchez. Spain's new COVID19 infections have been edging higher in recent weeks. Spain's COVID19 death toll currently stands at just under 76,000 the fifthhighest in Europe after the UK, Italy, France and Germany. Learn more about Learn more about"
154,Sri Lanka,Aljazeera,https://www.aljazeera.com/where/sri-lanka,https://www.aljazeera.com/news/2021/3/25/what-does-un-human-rights-resolution-mean-for-sri-lanka," Explainer What the UNHRC resolution means for Sri Lanka. Rights groups say the human rights resolution is a critical step in seeking justice for victims of war crimes and a huge blow for Colombo. Rights groups say the decision is a critical step in gaining justice for victims of war crimes and could have significant implications for the current Sri Lankan government. The resolution is a huge blow to the Sri Lankan government, including President Gotabaya Rajapaksa, who served as the countrys wartime defence chief, said Yasmin Sooka, a rights lawyer involved in prosecutions against several Sri Lankan wartime figures, including Rajapaksa. Sri Lanka has strongly rejected the resolution. The resolution was brought by countries supported by Western powers that want to dominate the Global South, he said. Sri Lankas UN envoy, CA Chandraprema, called the text unhelpful and divisive, as it was not passed unopposed and strongly objected to by its allies, including China and Russia. The 47member Human Rights Council passed the resolution, with 22 countries voting in favour, 11 against and 14 abstaining. The resolution received 22 votes in favour and 11 against, including China and Pakistan, and 14 abstentions. UNs human rights chief said Sri Lankan government is failing to pursue those responsible for war crimes."
155,Sudan,Aljazeera,https://www.aljazeera.com/where/sudan,https://www.aljazeera.com/news/2021/4/6/sudanese-cabinet-votes-to-repeal-israel-boycott-law," Sudans cabinet votes to repeal Israel boycott law. Sudanese cabinet votes to repeal a 1958 law that forbade diplomatic and business relations with Israel. Sudans cabinet has approved a bill abolishing a 1958 law on boycotting Israel in the latest development in relations between the two sides. The council of ministers approved a bill repealing the 1958 boycott of Israel law, the cabinet said in a statement. The 1958 law was in line with the policies of Arab nations at the time towards Israel. But the political landscape has changed as Sudan, along with Gulf countries and Morocco, have built bridges with Israel in deals mediated by the administration of former US President Donald Trump. Normalisation with Israel is seen in Sudan as an initiative led by the military, which has welcomed visits by Israeli officials in recent months."
156,Suriname,Aljazeera,https://www.aljazeera.com/where/suriname,https://www.aljazeera.com/news/2020/12/8/deforestation-wiped-out-8-percent-of-amazon-in-18-years-study," Deforestation razed eight percent of Amazon in 18 years Study. The destruction is fuelled by logging, farming, ranching, mining and infrastructure projects on forest land. Deforestation in the Amazon destroyed an area bigger than Spain from 2000 to 2018, wiping out eight percent of the worlds largest rainforest, according to a study released on Tuesday. Deforestation hit a high of 49,240sq km of forest loss in 2003 a record for this century then eased to a low of 17,674sq km in 2010, the report said. But the destruction has since surged to startling levels. Deforestation has accelerated since 2012. The annual area lost tripled from 2015 to 2018, found the study, noting that in 2018 alone, 31,269sq km of forest were destroyed across the Amazon region the worst annual deforestation since 2003. The destruction is fuelled by logging, farming, ranching, mining and infrastructure projects on formerly pristine forest land. Forests such as the Amazon play a vital role in controlling climate change because they absorb carbon from the atmosphere. Brazil, which holds most of the Amazon about 62 percent is also responsible for the worst deforestation, the study found 425,051sq km from 2000 to 2018."
157,Sweden, Dagens Nyheter ,https://www.euronews.com/tag/sweden,https://www.euronews.com//travel/2021/04/06/passenger-trains-between-finland-and-sweden-moves-a-step-closer,"    Train travel through Scandinavia has been given a boost with new lines opening.  Train travel through Scandinavia has been given a boost with new lines opening. Conscious Travel Fans of slow travel might soon be able journey all the way from central Europe, through Sweden and Finland and ending up in Lapland. Trains can now travel between there and Lule, a town further into Sweden. 'This creates great opportunities both for Sweden and Finland,' says Nina Forsell, Executive Manager at the Finnish Lapland Tourist Board."
158,Switzerland, Neue Zürcher Zeitung ,https://www.euronews.com/tag/switzerland,https://www.euronews.com//2021/04/07/watches-and-wonders-2021-welcomes-world-renowned-watchmakers,"    Watches and Wonders 2021 Welcomes Worldrenowned Watchmakers.  Watches and Wonders 2021 Welcomes Worldrenowned Watchmakers. Geneva is right on time to host a new edition of its annual event of highclass horology, Watches and Wonders 2021. 'The challenge was to integrate twice the brands into a single digital platform. The art of mechanical horology is something our members and our brands have already mastered,' Perrin explains. ' Weve witnessed real growth in that aspect,' says De Seynes. Watches and Wonders Geneva 2021, one of the Worlds major trade shows for luxury watches, runs until 13th April."
159,Syria,Reuters,https://www.reuters.com/places/syria,https://www.reuters.com//article/us-syria-security-eu/u-n-raises-6-4-billion-for-syrians-as-humanitarian-needs-soar-idUSKBN2BM030," U.N. raises 6.4 billion for Syrians as humanitarian needs soar. Financial institutions and donors have also agreed lowinterest loans worth 7 billion, said Janez Lenarcic, the EU Commissioner for Crisis Management. Some 24 million people need basic aid in Syria and the surrounding region, a rise of 4 million over the past year. Things are getting worse, U.N. aid chief Mark Lowcock said via video link. Its vital that assistance can reach those in need...Its of vital importance for humanitarian help being able to be brought to these people, Borrell said. Fighting has subsided since a deal a year ago ended a Russianled bombing campaign that had displaced over a million people. The EU has said there can be no foreignassisted reconstruction in Syria without a peace deal between the Assad government and myriad rebel and other opposition groups."
160,Tajikistan,Aljazeera,https://www.aljazeera.com/where/tajikistan,https://www.aljazeera.com/news/2020/10/12/tajikistan-leader-rakhmon-wins-election-with-over-90-percent,"Tajikistan reelects leader Rahmon with overwhelming majority.  Emomali Rahmon secured another sevenyear term after garnering 90 percent of votes, according to electoral commission. The result, securing Rahmon another seven years in power, was announced by the electoral commission in the capital Dushanbe on Monday. Rahmon, 68, has led the mountainous, former Soviet republic bordering China and Afghanistan for nearly three decades. Having come to power amid a devastating civil war in the early 1990s following Tajikistans transition to independence from the Soviet Union, Rahmon has defined himself as the guarantor of the states stability. The win will allow Rahmon to overtake Kazakhstans recently retired Nursultan Nazarbayev as the former Soviet Unions longestruling leader."
161,Tanzania,Aljazeera,https://www.aljazeera.com/where/tanzania,https://www.aljazeera.com/news/2021/4/6/un-warns-tanzania-not-to-reject-people-fleeing-mozambique," UN warns Tanzania not to reject people fleeing Mozambique. More than 1,000 people fleeing an attack on Palma were not allowed to cross into Tanzania to seek asylum, the United Nations says. United Nations teams have received worrying reports that Tanzania has rejected over 1,000 people seeking refuge from an attack on a town in northern Mozambique by ISILaffiliated fighters, the United Nations High Commissioner for Refugees UNHCR has said. Some headed north towards Tanzania, aid workers said. UNHCR teams have received worrying reports from displaced populations that over 1,000 people fleeing Mozambique and trying to enter Tanzania were not allowed to cross the border to seek asylum, its statement said on Tuesday. Two other aid workers said Tanzania had refused their organisations access, while the Mozambique side of the border was considered too dangerous. There was no food or shelter there, he said, so he continued to the district capital. Thousands of displaced people stream into Pemba and other parts of northern Mozambique after attack on town of Palma."
162,Thailand,Reuters,https://www.reuters.com/places/thailand,https://www.reuters.com//article/us-health-coronavirus-thailand/thailand-braced-for-infections-spike-after-detecting-uk-covid-19-variant-idUSKBN2BU0MQ," Thailand braced for infections spike after detecting UK COVID19 variant. The SARSCoV2 variant known as B.1.1.7 has been found in more than 100 countries and has been blamed for fuelling new waves of infections in record numbers. This variant is very viral and can spread 1.7 times faster than the usual strain, he said. Confirmation of the presence of the B.1.1.7 variant will be a setback for Thailand, which is just a week away from one of its biggest holiday periods. B.1.1.7 is as much as 70 more transmissible than existing variants, and far deadlier, according to British scientists."
163,Timor-Leste,Aljazeera,https://www.aljazeera.com/where/east-timor/,https://www.aljazeera.com/news/2021/4/5/scores-killed-in-indonesia-e-timor-floods-landslides," At least 113 killed in Indonesia, E Timor floods, landslides. Dozens more still missing after Cyclone Seroja hit Indonesia and East Timor, triggering flash floods and landslides. At least 113 people have died and dozens more were missing after Cyclone Seroja hit Indonesia and East Timor, triggering flash floods and landslides that uprooted trees, blocked roads and turned small communities into wastelands of mud. Indonesias BNPB disaster agency said on Monday that at least 86 people were dead and 71 were missing in the countrys West and East Nusa Tenggara provinces. In East Timor, which shares the Timor island with Indonesia, 27 people were killed by landslides, flash floods and a falling tree, mostly in the capital Dili. There are hundreds in each subdistrict but many others are staying at home, said Alfons Hada Bethan, the head of the East Flores disaster agency. The Seroja cyclone hit the Savu sea southwest of Timor island in the early hours of Monday, Indonesias weather agency said."
164,Togo,Aljazeera,https://www.aljazeera.com/where/togo,https://www.aljazeera.com/news/2020/9/26/togos-prime-minister-and-government-resign-presidency-says," Togo prime minister and government resign. Togo has been due for political reshuffle since President Faure Gnassingbes February reelection, but changes were delayed by coronavirus pandemic. Klassou has served as prime minister since 2015. Togo is one of the poorest countries in the world. Members of President Faure Gnassingbes family have been in power in Togo since 1967."
165,Trinidad and Tobago,Aljazeera,https://www.aljazeera.com/where/trinidad-and-tobago,https://www.aljazeera.com/opinions/2020/7/19/lets-bring-the-caribbean-struggle-for-reparations-to-britain," Lets bring the Caribbean struggle for reparations to Britain. European progressives should see CARICOMs latest call for reparations as a call to action. Britain has heard the call for reparations and ignored it for decades. When the case for reparations is made, we are told to move on as thenBritish Prime Minister David Cameron put it to Jamaican politicians four years ago. And that is what the case for reparations is about selfdetermination. On July 6, Caribbean Community CARICOM an organisation of 15 countries in the Caribbean renewed its calls for reparations, emphasising their importance for the second stage of independence in the Caribbean. First, because the case for reparations, inspired by the works of thinkers like CLR James, Eric Williams, and Walter Rodney, is itself rooted in radical West Indian tradition that led to the agitation of African and Caribbean independence, and is indeed a continuation of that struggle. If the Caribbean right now is advancing the cause for reparations, then we need to bring that frame of thought and action back. But educational partnerships, and other forms of aid, cannot be rebranded as reparations either. Cambridge ought to deal with Beckles not in his capacity as UWI vice chancellor but as the chairman of the CARICOM reparations commission."
166,Tunisia,Aljazeera,https://www.aljazeera.com/where/tunisia,https://www.aljazeera.com/news/2021/4/2/tunisia-suicide-bomber-kills-herself-and-her-baby," Suicide bomber kills herself and her baby in Tunisia. Tunisian authorities said a female suicide bomber killed herself and her baby during security operations in an interior mountainous province. Two other fighters were killed in the operations, according to an Interior Ministry statement on Thursday night. In a second operation, in the Mount Mghila area, security forces killed a suspected leader of Tunisias Jund alKhilafa brigade, the statement said."
167,Turkey, Hürriyet ,https://www.reuters.com/news/archive/turkey,https://www.reuters.com//article/us-turkey-china-diplomacy/turkey-summons-chinese-ambassador-over-response-to-uighur-claims-idUSKBN2BT259," Turkey summons Chinese ambassador over response to Uighur claims. China has come under scrutiny over its treatment of its Uighurs minority, a mostly Muslim people who speak a Turkic language. China has denied mistreating Uighurs. The United States said in January China had committed genocide and crimes against humanity by repressing Uighurs. Chinese foreign ministry spokesman Zhao Lijian said on Wednesday that some people in Turkey were encouraging terrorists and separatism in China with their remarks on Twitter. Hundreds of people protested as Chinas foreign minister visited Ankara last month."
168,Turkmenistan,Euronews,https://www.euronews.com/tag/turkmenistan,https://www.euronews.com//2021/02/12/jailed-chinese-human-rights-lawyer-yu-wensheng-wins-martin-ennals-award,"    Jailed Chinese human rights lawyer Yu Wensheng wins Martin Ennals Award.  Jailed Chinese human rights lawyer Yu Wensheng wins Martin Ennals Award. A renowned human rights lawyer, who has been tortured in prison in China according to his lawyer, has been awarded a human rights prize in recognition of his work to defend human rights despite the great risks he faces. Yu Wensheng was arrested in 2018 after dedicating his career to promoting human rights in China. He was nominated for the Martin Ennals Award alongside two other human rights defenders, and was announced as the winner on Thursday 11 February. It was the 28th edition of the awards, which she said provide a burst of support to human rights defenders. Yu Wensheng was enjoying a successful career as a corporate lawyer, until he decided to change his focus to human rights in a country where such activism can be a dangerous pursuit. He started to speak out on the rule of law in China, and worked on a number of highprofile human rights cases in turn raising his profile. This nomination will be of great help to both Yu Wensheng and the overall situation of human rights lawyers and defenders in China, she said. Firstly this is a kind of support and affirmation of his work on human rights. She said the human rights situation in Turkmenistan is deplorable, with human rights activists facing all kinds of retaliation measures such as surveillance, arrest, pressure on members of the family."
169,Tuvalu,Aljazeera,https://www.aljazeera.com/where/tuvalu,https://www.aljazeera.com/features/2020/12/16/fiji-story," The Taiwan prize and the USChina rivalry in the Pacific. Analysts say it was just one outcome of the intensifying geostrategic competition in the Pacific pitting China against the United States and its allies. When the prize is Taiwan, the stakes are very high and China will fight very hard, Singh said. China, meanwhile, is the thirdlargest donor to the region, behind Australia and New Zealand, and has used economic incentives such as grants and concessional loans to woo Pacific countries, including lobbying them to cut off relations with Taiwan. Fiji recognises the One China policy and does not have formal relations with Taiwan. The assertive behaviour of the Peoples Republic of China is not new with regards to Taiwan, Naidu said. Beijing sees Taiwan as a subordinate part of China, and in time, as is happening in Hong Kong, attempts will be made to make this a reality. Naidu said Pacific countries were mindful of not offending China given Beijings significant economic clout. Chinas concessional loans and grants in the Pacific amounted to 1.5bn between 2006 and 2017, compared with Taiwans 271m, according to figures from the Sydneybased Lowy Institute. That was why a tiff between diplomats of China and Taiwan is no big deal for the Pacific islands, said Naidu."
170,Uganda,Aljazeera,https://www.aljazeera.com/where/uganda,https://www.aljazeera.com/news/2021/3/15/ugandas-opposition-leader-bobi-wine-arrested-during-protest," Ugandas opposition leader Bobi Wine arrested during protest. Bobi Wine says he was arrested and later released after he led MPs and activists from his party in a demonstration in Kampala. Ugandan opposition leader Bobi Wine was briefly detained on Monday as he took part in a protest in the capital, Kampala, against the detention of his supporters, according to posts on his Twitter page. The police continues to surround my home. Bobi Wine arrested as he led MPs and other leaders in a peaceful protest against the abduction, torture and murder of his supporters, read a tweet from Bobi Wines account on Monday. The cowardly regime arrested us all and released us without charge. The police continues to surround my home, he said. Following the January 14 election, Bobi Wine was held under effective house arrest for 11 days until a court ordered his release. Demonstrations against Bobi Wines arrest in November during the campaign for the poll were brutally dispersed and at least 54 people died. The police preemptively declared Bobi Wines latest call for protests illegal and warned organisers to desist from participating in any unlawful activities."
171,Ukraine,Euronews,https://www.euronews.com/tag/ukraine,https://www.euronews.com//2021/04/07/start-spreading-the-news-meet-the-town-in-war-hit-ukraine-hoping-to-change-its-name-to-new,"    'Start spreading the news' Meet the town in warhit Ukraine hoping to change its name to New York.  'Start spreading the news' Meet the town in warhit Ukraine hoping to change its name to New York. But that hasn't stopped locals in Novhorodske, near Donetsk, bidding to change its name to New York. It was founded by German settlers and first found on the map in 1846 with the name New York. The postwar era and the onset of the Cold War saw the town's name changed. New York became Novhorodske in 1951. It could not remain being named New York. Many have left since the war, and we only have one factory left here working, but we hope that we can change this reality by changing the town's name. When asked why it is essential to change the citys name, Krasko says it is about tourists. For others, it's about returning the town to its origins. Kristina Shevchenko is the leader of the town's youth group, Initiative Youth of the Ukrainian New York."
172,United Kingdom,BBC,https://bbc.co.uk,https://www.bbc.co.uk/news/health-56665517," Covid Under30s offered alternative to OxfordAstraZeneca jab. By Nick TriggleHealth correspondent Under30s in the UK are to be offered an alternative Covid vaccine to the AstraZeneca jab due to the evidence linking it to rare blood clots. The regulator said this was not proof the jab had caused the clots. But it said the link was getting firmer. No treatment or vaccine is risk free. It is less clear cut for those under 30, who are much less likely to die of Covid although the AstraZeneca vaccine still presents more benefit than risk. June Raine, chief executive of the MHRA, said the sideeffects of the AstraZeneca vaccine were 'extremely rare' and more work was going to identify if the vaccine was definitely causing the clots. 'The balance of benefits and known risks is still very favourable for the majority of people,' she said. Dr Raine said there was a 'reasonably plausible' link between the vaccine and the blood clots, although AstraZeneca has said its studies have found no causal connection. People who have had their first dose of the AstraZeneca vaccine should still get their second dose, the MHRA said."
173,United States, The New York Times ,https://www.reuters.com/news/archive/domesticNews,https://www.reuters.com//article/us-usa-tax-biden/biden-will-press-u-s-companies-to-pay-acceptable-level-of-tax-wednesday-idUSKBN2BU2I2," Biden will press U.S. companies to pay 'acceptable' level of tax Wednesday. Biden will deliver the speech at the Eisenhower Executive Office Building, across the street from the White House. Related Coverage Bidens plan also raises taxes on companies overseas earnings and introduces a new minimum tax on the profits they report to investors. On Wednesday, the Treasury Department released details of the tax elements of the proposal, including plans to increase auditing and enforcement, that it said would raise about 2.5 trillion over 15 years. The biggest companies in the world, including Amazon they used various loopholes so theyd pay not a single solitary penny in federal income tax, Biden said when he introduced the plan. Amazon.com Inc Chief Executive Jeff Bezos said on Tuesday that he supports hiking the U.S. corporate tax rate as part of an infrastructure overhaul. Raimondo said it is unacceptable for businesses simply to write off the plan. Were not discussing, she said."
174,Uruguay,Aljazeera,https://www.aljazeera.com/where/uruguay,https://www.aljazeera.com/news/2020/3/2/uruguay-ushers-in-first-conservative-government-in-15-years," Uruguay ushers in first conservative government in 15 years. Montevideo, Uruguay After 15 years of leftwing leadership under the Broad Front coalition, Uruguay has ushered in a conservative government. The centreright National Partys Luis Lacalle Pou was inaugurated on Sunday after winning by a runoff election in November against the Broad Fronts Daniel Martinez by about 37,000 votes. Uruguayans pay 30 percent more for a litre of gasoline, then Argentines, Brazilians and Chileans, said economist Ignacio Munyo. Pou plans to make most changes during his first year as president and has included them all in a 400article bill, said political analyst Daniel Chasquetti. Uruguayans are very divided, said Ximena Abitante, a teacher in Montevideo. Almost half of the country still supports the Broad Front, he told Al Jazeera. Uruguay was one of the only South American countries that did not experience social unrest last year. In recent years, the region has experienced a number of political shifts, including Mexico, Argentina and Brazil. Uruguayans voted for Pou because they wanted a change, but dont expect anything radical this is a country with a low tolerance for extremists, says Bottinelli."
175,Uzbekistan,Aljazeera,https://www.aljazeera.com/where/uzbekistan,https://www.aljazeera.com/program/witness/2021/3/25/only-the-devil-lives-without-hope,"Only the Devil Lives Without Hope A sisters fight for justice. An Uzbek woman holds on to hope in her fight to free her brother, who is jailed in a notorious desert prison. Meet some of the thousands left stateless after the Soviet Unions dissolution, and those who are working to help them. People  Power investigates allegations that exiled opponents of the Uzbek regime are being hunted down and killed. Turkmen government continues to claim there are no COVID19 cases in the country. Last year, the pandemic put a stop to my itinerant life, perhaps for the better."
176,Vanuatu,Aljazeera,https://www.aljazeera.com/where/vanuatu,https://www.aljazeera.com/news/2020/11/11/vanuatu-records-first-covid-19-case-in-man-who-returned-from-us," Vanuatu records first COVID19 case in man who returned from US. Vanuatu has officially recorded its first case of COVID19, health officials announced on Wednesday, ending the Pacific nations status as one of the few countries in the world to remain virusfree. Len Tarivonda, the director of Vanuatu Public Health, said the 23yearold man had recently returned from the United States and was confirmed to have the virus on Tuesday after being tested on the fifth day of his quarantine. Clear message management from Len Tarivonda and his staff at Vanuatu Public Health. More than 51.3 million people around the world have been confirmed to have the coronavirus, with the US the worstaffected country, according to data from Johns Hopkins University. More than 2.5 million people have died from COVID19. On February 1, he died of COVID19."
177,Venezuela,Reuters,https://www.reuters.com/places/venezuela,https://www.reuters.com//article/us-health-coronavirus-venezuela-protest/venezuelan-students-demand-vaccination-plan-amid-spike-in-covid-19-cases-idUSKBN2BT2UN," Venezuelan students demand vaccination plan amid spike in COVID19 cases. With 30 million inhabitants, Venezuelas vaccination campaign is behind most other countries in the region. Venezuelan health authorities reported this week that some 200,000 health workers have been inoculated, although medical unions point out the sector has at least 1 million workers. Health personnel are at risk ... a vaccination plan is urgently needed, said Jesus Mendoza, president of Venezuela Central Universitys UCV student dental center, the countrys largest. The figures that Nicolas Maduro does not want to publish... are that not even a million vaccines have reached Venezuela, Mendoza said. Venezuelan authorities reported 1,425 new coronavirus cases and 15 deaths on Monday for a total of 167,548 infections and 1,678 deaths officially registered from March 2020 until this week."
178,Vietnam,Reuters,https://www.reuters.com/places/vietnam,https://www.reuters.com//article/us-usa-race-policing/police-communities-across-u-s-fight-back-against-anti-asian-hate-crimes-idUSKBN2BS0RR," Police, communities across U.S. fight back against antiAsian hate crimes. We know that there is a lot of angst, fear with our Asian community, said San Joses police chief, Anthony Mata, during his visit to Little Saigon. New York City has deployed a team of undercover Asian police officers. Other major cities, from San Jose to Chicago, have boosted patrols in Asian neighborhoods and sought to forge closer ties with communities, some of which have sought to fill gaps the police cant fill. Its impossible, she said. Asian Americans have been negatively impacted by policing, she said. We really dont see the police playing a role in stopping these crimes from occurring. We dont have evidence of any hate group operating in LA that is focusing on the Asian, Pacific Islander community, said Chow, a deputy police chief. Im very concerned about the safety of this community, especially the seniors, said Saito, who escorted police chief Mata on a tour of the neighborhood on Saturday. The police department does the best it can, but they cant be here all the time, every day."
179,Yemen,Reuters,https://www.reuters.com/places/yemen,https://www.reuters.com//article/us-saudi-security-yemen/saudi-led-coalition-destroys-explosive-laden-drone-launched-by-yemens-houthis-state-tv-idUSKBN2BT2RF,"Saudiled coalition destroys explosiveladen drone launched by Yemen's Houthis state TV. Houthi military spokesman Yahya Sarea said on Twitter that Houthis have targeted sensitive sites at King Khalid air base in Khamis Mushait with two drones. He added that the hit was precise, but there hasnt been a confirmation from Saudi authorities. All quotes delayed a minimum of 15 minutes. See  here for a complete list  of exchanges and delays."
180,Zambia,Aljazeera,https://www.aljazeera.com/where/zambia,https://www.aljazeera.com/features/2020/12/7/worlds-biggest-mammal-migration-under-threat,"Worlds biggest mammal migration under threat.  Experts say nearthreatened fruit bats, crucial for restoring forests in Africa, are in danger. But experts say the nearthreatened bats, crucial for restoring Africas forests, are in danger. Strawcoloured fruit bats at Kasanka National Park Georgina SmithAl Jazeera Strawcoloured fruit bats, dubbed the gardeners of Africa, are important for the regeneration of woodland forest and Indigenous fruit trees. James Mwanza, community outreach manager at Kasanka Trust, which manages the park, says commercial agriculture is the main threat to natural resources which the bats and communities surrounding the park depend on. Churchill Musungwa is a voluntary community forest guard, as well as a farmer. After seeing the forest around his home destroyed, his community was supported by Kasanka Trust to legally own the land. We tried to mitigate that through community forests and other initiatives, he said. Around Kasanka National Park people mostly get their livelihood out of the forest. So if they protect their community forest, then it is easier for them to be stewards to their children. They can be responsible because they can have the sense of ownership towards the forest."
